WardID,Ward Name,Neighbours,Area,Perimeter,Electorate,Constituency,Lng,Lat,OuterLength,NeighbourID,RealLengths,CleanLengths,InitialConstituency,Unionist,Nationalist
N08000940,WASHING BAY,"DERRYTRASNA,THE BIRCHES,COALISLAND SOUTH,KILLYMAN,COALISLAND NORTH,ARDBOE,STEWARTSTOWN",42294020,32232,"2,440",Mid Ulster,-6.61724403,54.53671065,0,"N08000214,N08000239,N08000901,N08000913,N08000922,N08000933,N08000940,N08000912","[0.0, 8977.25424740911, 8124.341844797968, 2450.9060375552185, 6015.226782020827, 4640.157850686648, 0.0, 1977.8201605928637]","0.0, 8977.25424740911, 8124.341844797968, 2450.9060375552185, 6015.226782020827, 4640.157850686648, 0.0, 1977.8201605928637",Upper Bann and Blackwater,825.2960292,"1,615"
N08000912,COALISLAND NORTH,"COALISLAND SOUTH,KILLYMAN,WASHING BAY,STEWARTSTOWN,KILLYMEAL,MULLAGHMORE,DONAGHMORE",12827041,22618,"2,475",Mid Ulster,-6.71425732,54.54814072,0,"N08000913,N08000918,N08000922,N08000923,N08000930,N08000933,N08000940,N08000912","[3526.4639858917644, 5735.226842094518, 658.4085234096276, 2416.171297323033, 586.6344974751999, 7641.053623546866, 2035.9201651838946, 0.0]","3526.4639858917644, 5735.226842094518, 658.4085234096276, 2416.171297323033, 586.6344974751999, 7641.053623546866, 2035.9201651838946, 0.0",Upper Bann and Blackwater,844.523679,"1,630"
N08000419,GARVAGH,"KILREA,AGHADOWEY,DRUMSURN,SWATRAGH,DUNGIVEN",75702909,43752,"2,311",Mid Ulster,-6.72095408,54.96077003,0,"N08000934,N08000401,N08000414,N08000416,N08000419,N08000424","[13630.080955406711, 9849.871350974536, 1616.8983997488826, 9225.656213316095, 0.0, 9429.493054599452]","13630.080955406711, 9849.871350974536, 1616.8983997488826, 9225.656213316095, 0.0, 9429.493054599452",Glenshane,836.0412775,"1,475"
N08000424,KILREA,"VALLEY,RASHARKIN,GARVAGH,AGHADOWEY,SWATRAGH",59722478,41207,"2,596",Mid Ulster,-6.60708208,54.97362579,0,"N08000934,N08000939,N08000401,N08000419,N08000424,N08000434","[2576.4335670686332, 10233.713220206946, 10651.863808996366, 9541.79793982467, 0.0, 8203.191454908132]","2576.4335670686332, 10233.713220206946, 10651.863808996366, 9541.79793982467, 0.0, 8203.191454908132",Glenshane,1565.19952,"1,031"
N08000207,BLACKWATERTOWN,"THE MALL,RICHHILL,LOUGHGALL,KILLYMAN,CALEDON,CATHEDRAL,NAVAN,MOY",90703027,67259,"3,923",Newry and Armagh,-6.715965,54.39238255,0,"N08000207,N08000210,N08000226,N08000231,N08000235,N08000240,N08000908,N08000922,N08000928","[0.0, 5605.357314850539, 14489.754871117986, 16123.29156427516, 680.4261245146834, 1411.8515135231746, 13228.523486243683, 396.0869526316979, 15323.70821066719]","0.0, 5605.357314850539, 14489.754871117986, 16123.29156427516, 680.4261245146834, 1411.8515135231746, 13228.523486243683, 396.0869526316979, 15323.70821066719",Upper Bann and Blackwater,1391.691255,"2,531"
N08000210,CATHEDRAL,"THE MALL,NAVAN,BLACKWATERTOWN,DEMESNE",4555013,11695,"3,299",Newry and Armagh,-6.6662161,54.35780934,0,"N08000207,N08000210,N08000213,N08000231,N08000240","[5605.171867745244, 0.0, 1410.3740519524479, 1970.9875362556402, 2695.379057345093]","5605.171867745244, 0.0, 1410.3740519524479, 1970.9875362556402, 2695.379057345093",Newry and Armagh,1081.977461,"2,217"
N08000213,DEMESNE,"THE MALL,HAMILTONSBAWN,CATHEDRAL,NAVAN",4734251,11851,"3,608",Newry and Armagh,-6.64638537,54.33655813,0,"N08000210,N08000213,N08000219,N08000231,N08000240","[1374.302710841327, 0.0, 3783.607891866972, 4445.587739196018, 2244.972883264161]","1374.302710841327, 0.0, 3783.607891866972, 4445.587739196018, 2244.972883264161",Newry and Armagh,1197.029953,"2,411"
N08000219,HAMILTONSBAWN,"MAHON,SEAGAHAN,MARKETHILL,THE MALL,TANDRAGEE,RICHHILL,NAVAN,DEMESNE",70328715,59940,"3,528",Newry and Armagh,-6.53345923,54.33700775,0,"N08000213,N08000219,N08000228,N08000229,N08000231,N08000235,N08000236,N08000238,N08000240","[3930.564161825756, 0.0, 1477.0189953844151, 14187.227766282498, 408.8339354618413, 19403.963500602415, 13040.878019635831, 4172.007293438513, 3310.936410761606]","3930.564161825756, 0.0, 1477.0189953844151, 14187.227766282498, 408.8339354618413, 19403.963500602415, 13040.878019635831, 4172.007293438513, 3310.936410761606",Newry and Armagh,1111.82978,"2,416"
N08000220,KEADY,"SEAGAHAN,NAVAN",71526788,50006,"3,576",Newry and Armagh,-6.75858152,54.24044927,0.225501792,"N08000220,N08000231,N08000236,out","[0.0, 18715.303468205137, 12196.571006799722, 19094.125521605074]","0.0, 18715.303468205137, 12196.571006799722, 19094.125521605074",Newry and Armagh,1201.888439,"2,374"
N08000226,LOUGHGALL,"RICHHILL,BALLYBAY,THE BIRCHES,KILLYMAN,BLACKWATERTOWN",69788043,53075,"3,744",Newry and Armagh,-6.58373847,54.43030822,0,"N08000202,N08000207,N08000226,N08000235,N08000239,N08000922","[3002.800214561485, 14467.306057156846, 0.0, 14533.972109750574, 17957.334084274295, 3113.587540731634]","3002.800214561485, 14467.306057156846, 0.0, 14533.972109750574, 17957.334084274295, 3113.587540731634",Upper Bann and Blackwater,1355.815777,"2,388"
N08000229,MARKETHILL,"LOUGHBRICKLAND,GILFORD,NEWTOWNHAMILTON,SEAGAHAN,TANDRAGEE,HAMILTONSBAWN,WHITECROSS",89136933,61648,"3,569",Newry and Armagh,-6.45416489,54.29351441,0,"N08000217,N08000219,N08000225,N08000229,N08000236,N08000238,N08001033,N08001041","[2897.2847974997467, 14454.785565849139, 11035.11532623132, 0.0, 10311.071952535905, 7746.668991598634, 3251.3050366229786, 11951.768334263745]","2897.2847974997467, 14454.785565849139, 11035.11532623132, 0.0, 10311.071952535905, 7746.668991598634, 3251.3050366229786, 11951.768334263745",Newry and Armagh,1142.951541,"2,426"
N08000231,NAVAN,"SEAGAHAN,HAMILTONSBAWN,CALEDON,KEADY,CATHEDRAL,BLACKWATERTOWN,DEMESNE",100114971,69064,"3,542",Newry and Armagh,-6.76058707,54.31245781,0.192444977,"N08000207,N08000210,N08000213,N08000219,N08000220,N08000231,N08000236,N08000908,out","[16129.078312891172, 1971.7601693429385, 4564.059562471286, 404.03620899917803, 18144.056926939247, 0.0, 8433.370447289457, 3619.9376938478563, 15797.700678527752]","16129.078312891172, 1971.7601693429385, 4564.059562471286, 404.03620899917803, 18144.056926939247, 0.0, 8433.370447289457, 3619.9376938478563, 15797.700678527752",Newry and Armagh,1214.442477,"2,328"
N08000235,RICHHILL,"MAHON,THE MALL,HAMILTONSBAWN,BALLYBAY,LOUGHGALL,BLACKWATERTOWN",36411697,38613,"3,540",Newry and Armagh,-6.54939486,54.37786864,0,"N08000202,N08000207,N08000219,N08000226,N08000228,N08000235,N08000240","[477.70084937700665, 667.0283417338937, 18791.924707257516, 14269.902288290386, 2043.157680161219, 0.0, 2363.286119782517]","477.70084937700665, 667.0283417338937, 18791.924707257516, 14269.902288290386, 2043.157680161219, 0.0, 2363.286119782517",Newry and Armagh,1217.832052,"2,322"
N08000236,SEAGAHAN,"NEWTOWNHAMILTON,MARKETHILL,HAMILTONSBAWN,KEADY,NAVAN",117142717,63514,"3,685",Newry and Armagh,-6.62262595,54.25463249,0.05999267,"N08000219,N08000220,N08000229,N08000231,N08000236,N08001033,out","[13357.073223346666, 12254.804821568454, 10365.593639713341, 8740.419992199493, 0.0, 13692.038404329282, 5104.069931462723]","13357.073223346666, 12254.804821568454, 10365.593639713341, 8740.419992199493, 0.0, 13692.038404329282, 5104.069931462723",Newry and Armagh,1214.383731,"2,471"
N08000240,THE MALL,"HAMILTONSBAWN,RICHHILL,CATHEDRAL,BLACKWATERTOWN,DEMESNE",5561094,12618,"3,535",Newry and Armagh,-6.63764255,54.35744114,0,"N08000207,N08000210,N08000213,N08000219,N08000235,N08000240","[1473.1504316701535, 2812.4984492880576, 2404.0054487268585, 3412.9224533044053, 2515.423247240945, 0.0]","1473.1504316701535, 2812.4984492880576, 2404.0054487268585, 3412.9224533044053, 2515.423247240945, 0.0",Newry and Armagh,1163.439173,"2,372"
N08001001,ABBEY,"BALLYBOT,DRUMALANE,ST. PATRICK'S,DERRYLECKAGH,FATHOM",3294739,8272,"2,887",Newry and Armagh,-6.32664638,54.16703079,0,"N08001001,N08001003,N08001022,N08001017,N08001019,N08001037","[0.0, 554.9247742919329, 440.9938869473778, 4252.525764910039, 1190.1384891825535, 1835.141379971411]","0.0, 554.9247742919329, 440.9938869473778, 4252.525764910039, 1190.1384891825535, 1835.141379971411",Newry and Armagh,2256.144712,631
N08001003,BALLYBOT,"DRUMALANE,DAMOLLY,ST. PATRICK'S,ABBEY,FATHOM,BESSBROOK,WHITECROSS",2465434,7640,"3,408",Newry and Armagh,-6.35114349,54.17833047,0,"N08001001,N08001003,N08001015,N08001022,N08001019,N08001037,N08001041,N08001007","[584.9321099627529, 0.0, 1924.3946068314228, 1499.0136431577314, 2272.506241506924, 242.84575701773795, 947.7968588994108, 217.60627432025848]","584.9321099627529, 0.0, 1924.3946068314228, 1499.0136431577314, 2272.506241506924, 242.84575701773795, 947.7968588994108, 217.60627432025848",Newry and Armagh,1203.078833,"2,205"
N08001010,CAMLOUGH,"FORKHILL,FATHOM,MULLAGHBANE,NEWTOWNHAMILTON,BESSBROOK,WHITECROSS",42173285,42494,"2,858",Newry and Armagh,-6.46281155,54.17469263,0.002926024,"N08001010,N08001022,N08001023,N08001031,N08001033,N08001041,N08001007,out","[0.0, 3454.610169557069, 6814.064593630231, 6264.72749276831, 7732.337648242555, 13720.026343352518, 4257.9048170401875, 250.32891042201732]","0.0, 3454.610169557069, 6814.064593630231, 6264.72749276831, 7732.337648242555, 13720.026343352518, 4257.9048170401875, 250.32891042201732",Newry and Armagh,930.850052,"1,927"
N08001014,CROSSMAGLEN,"MULLAGHBANE,NEWTOWNHAMILTON",36437095,38949,"2,774",Newry and Armagh,-6.61900719,54.07691347,0.290226883,"N08001014,N08001031,N08001033,out","[0.0, 6132.238783101711, 8160.903620288642, 24655.857617492933]","0.0, 6132.238783101711, 8160.903620288642, 24655.857617492933",Newry and Armagh,967.7518128,"1,806"
N08001015,DAMOLLY,"BALLYBOT,MAYOBRIDGE,ST. PATRICK'S,WHITECROSS",2082902,6680,"3,067",Newry and Armagh,-6.33826363,54.18963764,0,"N08001003,N08001015,N08001030,N08001037,N08001041","[1741.5132219916213, 0.0, 2051.025800548742, 2252.0671501397496, 635.3938197080499]","1741.5132219916213, 0.0, 2051.025800548742, 2252.0671501397496, 635.3938197080499",Newry and Armagh,1277.67481,"1,789"
N08001022,FATHOM,"BALLYBOT,DRUMALANE,DERRYLECKAGH,BURREN,FORKHILL,ABBEY,CAMLOUGH,BESSBROOK",40273705,40238,"2,841",Newry and Armagh,-6.35577204,54.134233,0.145368154,"N08001001,N08001003,N08001009,N08001010,N08001022,N08001017,N08001023,N08001019,N08001007,out","[442.7313767492688, 1427.716469914732, 2451.7977571858237, 3496.8336927765417, 0.0, 2660.9771940172213, 10585.153735533046, 3361.0174936187204, 3223.1467524981067, 12588.62553489686]","442.7313767492688, 1427.716469914732, 2451.7977571858237, 3496.8336927765417, 0.0, 2660.9771940172213, 10585.153735533046, 3361.0174936187204, 3223.1467524981067, 12588.62553489686",Newry and Armagh,963.3551966,"1,878"
N08001023,FORKHILL,"FATHOM,CAMLOUGH,MULLAGHBANE",56643596,44755,"2,835",Newry and Armagh,-6.42658305,54.10276596,0.181284116,"N08001010,N08001022,N08001023,N08001031,out","[6776.0381628170635, 10398.982234012816, 0.0, 12157.206892981792, 15422.77274568355]","6776.0381628170635, 10398.982234012816, 0.0, 12157.206892981792, 15422.77274568355",Newry and Armagh,988.1203389,"1,847"
N08001019,DRUMALANE,"BALLYBOT,ABBEY,FATHOM",2361982,6882,"3,316",Newry and Armagh,-6.3465236,54.16217066,0,"N08001001,N08001003,N08001022,N08001019","[1223.5832447268472, 2216.510315510965, 3441.9064416508672, 0.0]","1223.5832447268472, 2216.510315510965, 3441.9064416508672, 0.0",Newry and Armagh,1095.157812,"2,221"
N08001031,MULLAGHBANE,"CROSSMAGLEN,FORKHILL,CAMLOUGH,NEWTOWNHAMILTON",56098300,46881,"2,853",Newry and Armagh,-6.51786532,54.10102096,0.116785195,"N08001010,N08001014,N08001023,N08001031,N08001033,out","[6195.856237419722, 6107.575415258741, 12091.031656413288, 0.0, 12605.101035401136, 9881.435640215755]","6195.856237419722, 6107.575415258741, 12091.031656413288, 0.0, 12605.101035401136, 9881.435640215755",Newry and Armagh,944.8216494,"1,908"
N08001033,NEWTOWNHAMILTON,"CROSSMAGLEN,CAMLOUGH,MULLAGHBANE,SEAGAHAN,MARKETHILL,WHITECROSS",94242437,56506,"2,777",Newry and Armagh,-6.57656631,54.16499328,0.094026256,"N08000229,N08000236,N08001010,N08001014,N08001031,N08001033,N08001041,out","[3295.7454013260353, 13806.184878900258, 7753.569845539654, 8240.997364457655, 12780.212548539199, 0.0, 2563.012741498142, 8066.277204055726]","3295.7454013260353, 13806.184878900258, 7753.569845539654, 8240.997364457655, 12780.212548539199, 0.0, 2563.012741498142, 8066.277204055726",Newry and Armagh,977.2243165,"1,800"
N08001037,ST. PATRICK'S,"BALLYBOT,DAMOLLY,MAYOBRIDGE,DERRYLECKAGH,ABBEY",1668267,7115,"3,415",Newry and Armagh,-6.32528666,54.18372677,0,"N08001001,N08001003,N08001015,N08001017,N08001030,N08001037","[1735.6833014017404, 217.9014541269775, 2232.9464052387, 2631.476445564524, 313.331389681752, 0.0]","1735.6833014017404, 217.9014541269775, 2232.9464052387, 2631.476445564524, 313.331389681752, 0.0",Newry and Armagh,1433.567708,"1,981"
N08001041,WHITECROSS,"BALLYBOT,DAMOLLY,MAYOBRIDGE,LOUGHBRICKLAND,CAMLOUGH,NEWTOWNHAMILTON,BESSBROOK,MARKETHILL",67018988,44810,"2,767",Newry and Armagh,-6.42273072,54.22729373,0,"N08000225,N08000229,N08001003,N08001010,N08001015,N08001030,N08001033,N08001041,N08001007","[2812.2265042450804, 11847.383418072859, 874.5022895183672, 13453.651633733301, 647.8224989839733, 8715.073773468057, 2506.3695438983145, 0.0, 4015.8670035852206]","2812.2265042450804, 11847.383418072859, 874.5022895183672, 13453.651633733301, 647.8224989839733, 8715.073773468057, 2506.3695438983145, 0.0, 4015.8670035852206",Newry and Armagh,934.3344225,"1,833"
N08001007,BESSBROOK,"BALLYBOT,FATHOM,CAMLOUGH,WHITECROSS",3899943,11615,"3,093",Newry and Armagh,-6.38257686,54.1893405,0.001137279,"N08001003,N08001010,N08001022,N08001041,N08001007,out","[200.8701598939726, 4177.144582433211, 3123.832275267119, 4017.7013193863995, 0.0, 95.45169770635684]","200.8701598939726, 4177.144582433211, 3123.832275267119, 4017.7013193863995, 0.0, 95.45169770635684",Newry and Armagh,1049.75449,"2,043"
N08001101,BALLYCROCHAN,"GROOMSPORT,WARREN,BROADWAY,BALLYHOLME,SILVERBIRCH,BALLYMAGEE",2428095,6960,"2,612",North Down,-5.62013687,54.65404439,0,"N08001101,N08001104,N08001105,N08001108,N08001122,N08001137,N08001139","[0.0, 288.1622374566245, 1763.0430504511487, 237.16042324804707, 2997.367500938658, 1174.017225857142, 447.96516545453994]","0.0, 288.1622374566245, 1763.0430504511487, 237.16042324804707, 2997.367500938658, 1174.017225857142, 447.96516545453994",North Down,2298.972218,313
N08001103,BALLYGRAINEY,"GLEN,LOUGHRIES,WARREN,RATHGAEL,CASTLE,BLOOMFIELD,BALLYMAGEE,CLANDEBOYE",7204770,13337,"3,239",North Down,-5.65204739,54.63122462,0.007163302,"N08001103,N08001105,N08001107,N08001111,N08001112,N08001120,N08001129,N08001134,N08001139,out","[0.0, 2013.6203867768322, 2777.593667226315, 554.4088878123571, 1455.2839000250651, 141.71380790349372, 5035.965428877648, 444.11215914323174, 325.98331547268907, 588.3184793142545]","0.0, 2013.6203867768322, 2777.593667226315, 554.4088878123571, 1455.2839000250651, 141.71380790349372, 5035.965428877648, 444.11215914323174, 325.98331547268907, 588.3184793142545",North Down,2906.66662,332
N08001104,BALLYHOLME,"BALLYCROCHAN,GROOMSPORT,HARBOUR,BROADWAY",1059832,4778,"2,913",North Down,-5.63941894,54.66320844,0.016912654,"N08001101,N08001104,N08001108,N08001122,N08001123,out","[278.4980639335906, 0.0, 1599.3282620564553, 1102.0261900267828, 473.7371990029031, 1324.410318733894]","278.4980639335906, 0.0, 1599.3282620564553, 1102.0261900267828, 473.7371990029031, 1324.410318733894",North Down,2617.874055,295
N08001105,BALLYMAGEE,"BALLYCROCHAN,WARREN,BLOOMFIELD,SILVERBIRCH,BALLYGRAINEY",1215160,6365,"3,007",North Down,-5.63016863,54.64344158,0,"N08001101,N08001103,N08001105,N08001107,N08001137,N08001139","[1683.0006743150793, 1896.3802172842757, 0.0, 393.0087507477616, 1467.9812277405897, 855.5153066065161]","1683.0006743150793, 1896.3802172842757, 0.0, 393.0087507477616, 1467.9812277405897, 855.5153066065161",North Down,2650.807542,356
N08001106,BALLYWALTER,"KILLINCHY,CARROWDORE,KIRCUBBIN,PORTAVOGIE",53864166,39316,"3,169",North Down,-5.53311593,54.52087687,0.09726266,"N08001106,N08001110,N08001127,N08001128,N08001133,out","[0.0, 15197.93009296504, 3626.7191616763994, 8194.980755711027, 4228.999984111724, 8067.369979265157]","0.0, 15197.93009296504, 3626.7191616763994, 8194.980755711027, 4228.999984111724, 8067.369979265157",Strangford,2618.41827,551
N08001107,BLOOMFIELD,"CASTLE,BROADWAY,SILVERBIRCH,BALLYGRAINEY,BALLYMAGEE",1505501,6295,"2,825",North Down,-5.6541383,54.64421878,0,"N08001103,N08001105,N08001107,N08001108,N08001111,N08001137","[2679.3980889367344, 402.55287604831983, 0.0, 653.7702399420417, 1452.4408441032851, 1106.8379470549137]","2679.3980889367344, 402.55287604831983, 0.0, 653.7702399420417, 1452.4408441032851, 1106.8379470549137",North Down,2517.554976,307
N08001108,BROADWAY,"BALLYCROCHAN,CASTLE,HARBOUR,BLOOMFIELD,BALLYHOLME,SILVERBIRCH",1507018,5216,"2,791",North Down,-5.64959969,54.65692089,0,"N08001101,N08001104,N08001107,N08001108,N08001111,N08001123,N08001137","[216.96490952585313, 1513.9090386336784, 611.6885399678423, 0.0, 1431.3883377474394, 818.8754005757938, 659.8104583505955]","216.96490952585313, 1513.9090386336784, 611.6885399678423, 0.0, 1431.3883377474394, 818.8754005757938, 659.8104583505955",North Down,2518.74271,272
N08001109,BRYANSBURN,"SILVERSTREAM,RATHGAEL,HARBOUR,HELEN'S BAY",1272761,5470,"2,873",North Down,-5.68478665,54.66190208,0.023378752,"N08001109,N08001123,N08001124,N08001134,N08001138,out","[0.0, 1404.0938679779845, 358.9355780290776, 291.907991457195, 1506.9554073871311, 1908.1071199018686]","0.0, 1404.0938679779845, 358.9355780290776, 291.907991457195, 1506.9554073871311, 1908.1071199018686",North Down,2550.139927,323
N08001110,CARROWDORE,"COMBER SOUTH,KILLINCHY,BALLYWALTER,LOUGHRIES,WEST WINDS",52139668,41978,"2,921",North Down,-5.57269358,54.56519484,0.103130525,"N08001106,N08001110,N08001114,N08001127,N08001129,N08001140,out","[15055.220612382727, 0.0, 2127.1155064127133, 2886.5300912104044, 13435.381998200512, 0.0, 8473.751803684352]","15055.220612382727, 0.0, 2127.1155064127133, 2886.5300912104044, 13435.381998200512, 0.0, 8473.751803684352",Strangford,2487.557846,433
N08001111,CASTLE,"RATHGAEL,HARBOUR,BLOOMFIELD,BROADWAY,BALLYGRAINEY",1651403,5486,"2,811",North Down,-5.66592509,54.65245006,0,"N08001103,N08001107,N08001108,N08001111,N08001123,N08001134","[538.1207991415818, 1461.4350462991817, 1539.3357028843127, 0.0, 1062.9872656403745, 884.1212201086886]","538.1207991415818, 1461.4350462991817, 1539.3357028843127, 0.0, 1062.9872656403745, 884.1212201086886",North Down,2495.360234,316
N08001112,CLANDEBOYE,"SCRABO,GLEN,RATHGAEL,BALLYGRAINEY,CULTRA,HELEN'S BAY,KILCOOLEY",15020761,19533,"2,728",North Down,-5.7210141,54.63438901,0,"N08001103,N08001112,N08001118,N08001120,N08001124,N08001126,N08001134,N08001136","[1400.1812525053297, 0.0, 4393.046900624048, 3938.236046488123, 3381.6371163049457, 1749.3559901763708, 1418.949643138258, 3251.593029798948]","1400.1812525053297, 0.0, 4393.046900624048, 3938.236046488123, 3381.6371163049457, 1749.3559901763708, 1418.949643138258, 3251.593029798948",North Down,2446.284772,282
N08001118,CULTRA,"CARROWREAGH,SCRABO,HOLYWOOD,CLANDEBOYE,HELEN'S BAY",17238122,23375,"2,947",North Down,-5.78377247,54.64132932,0.08385188,"N08001112,N08001118,N08001124,N08001125,N08001136,N08000709,out","[4492.400373295384, 0.0, 2635.0615010286388, 5291.793749987831, 1498.6563070568666, 2681.2785722626886, 6775.809503182814]","4492.400373295384, 0.0, 2635.0615010286388, 5291.793749987831, 1498.6563070568666, 2681.2785722626886, 6775.809503182814",North Down,2649.722418,297
N08001119,DONAGHADEE,"LOUGHRIES,WARREN",1569420,9124,"2,909",North Down,-5.53690368,54.63386298,0.046330387,"N08001119,N08001129,N08001139,out","[0.0, 519.3851044855297, 4844.635241525315, 3759.979691232532]","0.0, 519.3851044855297, 4844.635241525315, 3759.979691232532",North Down,2633.328569,276
N08001122,GROOMSPORT,"BALLYCROCHAN,WARREN,BALLYHOLME",6739851,19218,"2,873",North Down,-5.60873651,54.66604669,0.119238084,"N08001101,N08001104,N08001122,N08001139,out","[3020.1454507029184, 1148.9329059851964, 0.0, 5314.088065070941, 9734.83359922231]","3020.1454507029184, 1148.9329059851964, 0.0, 5314.088065070941, 9734.83359922231",North Down,2621.156391,252
N08001123,HARBOUR,"BRYANSBURN,RATHGAEL,CASTLE,BROADWAY,BALLYHOLME",1234899,10489,"3,142",North Down,-5.66453395,54.66407085,0.083343272,"N08001104,N08001108,N08001109,N08001111,N08001123,N08001134,out","[479.3925761818711, 875.405903786747, 1363.2620019247483, 1056.6808580869817, 0.0, 109.83150145743721, 6604.427161827861]","479.3925761818711, 875.405903786747, 1363.2620019247483, 1056.6808580869817, 0.0, 109.83150145743721, 6604.427161827861",North Down,2882.94669,259
N08001124,HELEN'S BAY,"SILVERSTREAM,BRYANSBURN,CULTRA,CLANDEBOYE,RATHMORE,KILCOOLEY",8241124,18124,"2,806",North Down,-5.73381736,54.66135016,0.110436527,"N08001109,N08001112,N08001118,N08001124,N08001126,N08001135,N08001138,out","[340.43930550167, 3312.8047594327463, 2524.3349539988412, 0.0, 377.2608704755388, 2706.5440113954583, 313.5761255916116, 8549.039993760334]","340.43930550167, 3312.8047594327463, 2524.3349539988412, 0.0, 377.2608704755388, 2706.5440113954583, 313.5761255916116, 8549.039993760334",North Down,2540.571743,265
